 Time  | Event  |   Node   | Routing Information
   6   | LEARN  |  26120   | • via 174
   6   | LEARN  |  26110   | • via 174
   6   | LEARN  |  26076   | • via 174
   6   | LEARN  |  26075   | • via 174
   6   | LEARN  |  26058   | • via 174
   6   | LEARN  |  26057   | • via 174
   6   | LEARN  |  26054   | • via 174
   6   | LEARN  |  26043   | • via 174
   6   | LEARN  |  26018   | • via 174
   6   | LEARN  |  26004   | • via 174
   6   | LEARN  |  25997   | • via 174
   6   | LEARN  |  25995   | • via 174
   6   | LEARN  |  25985   | • via 174
   6   | LEARN  |  25981   | • via 174
   6   | LEARN  |  25961   | • via 174
   6   | LEARN  |  53991   | • via 174
   6   | LEARN  |  25953   | • via 174
   6   | LEARN  |  25952   | • via 174
   6   | LEARN  |  25943   | • via 174
   6   | LEARN  |  25935   | • via 174
   6   | LEARN  |  25934   | • via 174
   6   | LEARN  |  25933   | • via 174
   6   | LEARN  |  25914   | • via 174
   6   | LEARN  |  25909   | • via 174
   6   | LEARN  |  25899   | • via 174
   6   | LEARN  |  25896   | • via 174
   6   | LEARN  |  25892   | • via 174
   6   | LEARN  |  25875   | • via 174
   6   | LEARN  |  25871   | • via 174
   6   | LEARN  |  25843   | • via 174
   6   | LEARN  |  25842   | • via 174
   6   | LEARN  |  53755   | • via 174
   6   | LEARN  |  25840   | • via 174
   6   | LEARN  |  25837   | • via 174
   6   | LEARN  |  25831   | • via 174
   6   | LEARN  |  25829   | • via 174
   6   | LEARN  |  25818   | • via 174
   6   | LEARN  |  25816   | • via 174
   6   | LEARN  |  25808   | • via 174
   6   | LEARN  |  25801   | • via 174
   6   | LEARN  |  25791   | • via 174
   6   | LEARN  |  25788   | • via 174
   6   | LEARN  |  25780   | • via 174
   6   | LEARN  |  25778   | • via 174
   6   | LEARN  |  25770   | • via 174
   6   | LEARN  |  25755   | • via 174
   6   | LEARN  |  25740   | • via 174
   6   | LEARN  |  53415   | • via 174
   6   | LEARN  |  25710   | • via 174
   6   | LEARN  |  25697   | • via 174
   6   | LEARN  |  25689   | • via 174
   6   | LEARN  |  25687   | • via 174
   6   | LEARN  |  25678   | • via 174
   6   | LEARN  |  25677   | • via 174
   6   | LEARN  |  25675   | • via 174
   6   | LEARN  |  25673   | • via 174
   6   | LEARN  |  25668   | • via 174
   6   | LEARN  |  25655   | • via 174
   6   | LEARN  |  25653   | • via 174
   6   | LEARN  |  25651   | • via 174
   6   | LEARN  |  25645   | • via 174
   6   | LEARN  |  25630   | • via 174
   6   | LEARN  |  25627   | • via 174
   6   | LEARN  |  52613   | • via 174
   6   | LEARN  |  25614   | • via 174
   6   | LEARN  |  25612   | • via 174
   6   | LEARN  |  25593   | • via 174
   6   | LEARN  |  14265   | • via 174
   6   | LEARN  |  25467   | • via 174
   6   | LEARN  |  51985   | • via 174
   6   | LEARN  |  25509   | • via 174
   6   | LEARN  |  14277   | • via 174
   6   | LEARN  |  25512   | • via 174
   6   | LEARN  |  25542   | • via 174
   6   | LEARN  |   8448   | • via 174
   6   | LEARN  |  14282   | • via 174
   6   | LEARN  |  25543   | • via 174
   6   | LEARN  |  14288   | • via 174
   6   | LEARN  |   3925   | • via 174
   6   | LEARN  |   8452   | • via 174
   6   | LEARN  |  25375   | • via 174
   6   | LEARN  |  25369   | • via 174
   6   | LEARN  |  25358   | • via 174
   6   | LEARN  |  25335   | • via 174
   6   | LEARN  |  25286   | • via 174
   6   | LEARN  |  25277   | • via 174
   6   | LEARN  |  25273   | • via 174
   6   | LEARN  |  25250   | • via 174
   6   | LEARN  |  25248   | • via 174
   6   | LEARN  |  25229   | • via 174
   6   | LEARN  |  25222   | • via 174
   6   | LEARN  |  25198   | • via 174
   6   | LEARN  |  25180   | • via 174
   6   | LEARN  |  25160   | • via 174
   6   | LEARN  |  25133   | • via 174
   6   | LEARN  |  25122   | • via 174
   6   | LEARN  |  25111   | • via 174
   6   | LEARN  |  25098   | • via 174
   6   | LEARN  |  25022   | • via 174
   6   | LEARN  |  25003   | • via 174
   6   | LEARN  |  24993   | • via 174
   6   | LEARN  |  24992   | • via 174
   6   | LEARN  |  24973   | • via 174
   6   | LEARN  |  24958   | • via 174
   6   | LEARN  |  24951   | • via 174
   6   | LEARN  |  24940   | • via 174
   6   | LEARN  |  24916   | • via 174
   6   | LEARN  |  24909   | • via 174
   6   | LEARN  |  24904   | • via 174
   6   | LEARN  |  24880   | • via 174
   6   | LEARN  |  24875   | • via 174
   6   | LEARN  |  24867   | • via 174
   6   | LEARN  |  24830   | • via 174
   6   | LEARN  |  24807   | • via 174
   6   | LEARN  |  24806   | • via 174
   6   | LEARN  |  24776   | • via 174
   6   | LEARN  |  24768   | • via 174
   6   | LEARN  |  24753   | • via 174
   6   | LEARN  |  24750   | • via 174
   6   | LEARN  |  24743   | • via 174
   6   | LEARN  |  24720   | • via 174
   6   | LEARN  |  24700   | • via 174
   6   | LEARN  |  24640   | • via 174
   6   | LEARN  |  24637   | • via 174
   6   | LEARN  |  24633   | • via 174
   6   | LEARN  |  24594   | • via 174
   6   | LEARN  |  24592   | • via 174
   6   | LEARN  |  24586   | • via 174
   6   | LEARN  |  24538   | • via 174
   6   | LEARN  |  24534   | • via 174
   6   | LEARN  |  24516   | • via 174
   6   | LEARN  |  24492   | • via 174
   6   | LEARN  |  24482   | • via 174
   6   | LEARN  |  23947   | • via 174
   6   | LEARN  |  23944   | • via 174
   6   | LEARN  |  23889   | • via 174
   6   | LEARN  |  23881   | • via 174
   6   | LEARN  |  23838   | • via 174
   6   | LEARN  |  23764   | • via 174
   6   | LEARN  |  23747   | • via 174
   6   | LEARN  |  23746   | • via 174
   6   | LEARN  |  23673   | • via 174
   6   | LEARN  |  23657   | • via 174
   6   | LEARN  |  23655   | • via 174
   6   | LEARN  |  23576   | • via 174
   6   | LEARN  |  23528   | • via 174
   6   | LEARN  |  23520   | • via 174
   6   | LEARN  |  23516   | • via 174
   6   | LEARN  |  23515   | • via 174
   6   | LEARN  |  23514   | • via 174
   6   | LEARN  |  23507   | • via 174
   6   | LEARN  |  23499   | • via 174
   6   | LEARN  |  23486   | • via 174
   6   | LEARN  |  23481   | • via 174
   6   | LEARN  |  23473   | • via 174
   6   | LEARN  |  23471   | • via 174
   6   | LEARN  |  23442   | • via 174
   6   | LEARN  |  23441   | • via 174
   6   | LEARN  |  23439   | • via 174
   6   | LEARN  |  23438   | • via 174
   6   | LEARN  |  23423   | • via 174
   6   | LEARN  |  23419   | • via 174
   6   | LEARN  |  23413   | • via 174
   6   | LEARN  |  23406   | • via 174
   6   | LEARN  |  23387   | • via 174
   6   | LEARN  |  23385   | • via 174
   6   | LEARN  |  23379   | • via 174
   6   | LEARN  |  23376   | • via 174
   6   | LEARN  |  23368   | • via 174
   6   | LEARN  |  23356   | • via 174
   6   | LEARN  |  23352   | • via 174
   6   | LEARN  |  23344   | • via 174
   6   | LEARN  |  23340   | • via 174
   6   | LEARN  |  23330   | • via 174
   6   | LEARN  |  23325   | • via 174
   6   | LEARN  |  23313   | • via 174
   6   | LEARN  |  23304   | • via 174
   6   | LEARN  |  23293   | • via 174
   6   | LEARN  |  23275   | • via 174
   6   | LEARN  |  23268   | • via 174
   6   | LEARN  |  23265   | • via 174
   6   | LEARN  |  23260   | • via 174
   6   | LEARN  |  23252   | • via 174
   6   | LEARN  |  23245   | • via 174
   6   | LEARN  |  23232   | • via 174
   6   | LEARN  |  23226   | • via 174
   6   | LEARN  |  23211   | • via 174
   6   | LEARN  |  23197   | • via 174
   6   | LEARN  |  23194   | • via 174
   6   | LEARN  |  23191   | • via 174
   6   | LEARN  |  23188   | • via 174
   6   | LEARN  |  23187   | • via 174
   6   | LEARN  |  23175   | • via 174
   6   | LEARN  |  23174   | • via 174
   6   | LEARN  |  23158   | • via 174
   6   | LEARN  |  23136   | • via 174
   6   | LEARN  |  23127   | • via 174
   6   | LEARN  |  23118   | • via 174
   6   | LEARN  |  23114   | • via 174
   6   | LEARN  |  23109   | • via 174
   6   | LEARN  |  23106   | • via 174
   6   | LEARN  |  23103   | • via 174
   6   | LEARN  |  23096   | • via 174
   6   | LEARN  |  23089   | • via 174
   6   | LEARN  |  23088   | • via 174
   6   | LEARN  |  23078   | • via 174
   6   | LEARN  |  23069   | • via 174
   6   | LEARN  |  23068   | • via 174
   6   | LEARN  |  23047   | • via 174
   6   | LEARN  |  23033   | • via 174
   6   | LEARN  |  23029   | • via 174
   6   | LEARN  |  23027   | • via 174
   6   | LEARN  |  23015   | • via 174
   6   | LEARN  |  23013   | • via 174
   6   | LEARN  |  23004   | • via 174
   6   | LEARN  |  23000   | • via 174
   6   | LEARN  |  22994   | • via 174
   6   | LEARN  |  22990   | • via 174
   6   | LEARN  |  22984   | • via 174
   6   | LEARN  |  22973   | • via 174
   6   | LEARN  |  22937   | • via 174
   6   | LEARN  |  22931   | • via 174
   6   | LEARN  |  22926   | • via 174
   6   | LEARN  |  22917   | • via 174
   6   | LEARN  |  22911   | • via 174
   6   | LEARN  |  22904   | • via 174
   6   | LEARN  |  22898   | • via 174
   6   | LEARN  |  22894   | • via 174
   6   | LEARN  |  22892   | • via 174
   6   | LEARN  |  22890   | • via 174
   6   | LEARN  |  22875   | • via 174
   6   | LEARN  |  22850   | • via 174
   6   | LEARN  |  22845   | • via 174
   6   | LEARN  |  22834   | • via 174
   6   | LEARN  |  22830   | • via 174
   6   | LEARN  |  22822   | • via 174
   6   | LEARN  |  22820   | • via 174
   6   | LEARN  |  22808   | • via 174
   6   | LEARN  |  22805   | • via 174
   6   | LEARN  |  22804   | • via 174
   6   | LEARN  |  22800   | • via 174
   6   | LEARN  |  22799   | • via 174
   6   | LEARN  |  22791   | • via 174
   6   | LEARN  |  22781   | • via 174
   6   | LEARN  |  22755   | • via 174
   6   | LEARN  |  22747   | • via 174
   6   | LEARN  |  22742   | • via 174
   6   | LEARN  |  22738   | • via 174
   6   | LEARN  |  22728   | • via 174
   6   | LEARN  |  22727   | • via 174
   6   | LEARN  |  22724   | • via 174
   6   | LEARN  |  22722   | • via 174
   6   | LEARN  |  22705   | • via 174
   6   | LEARN  |  22697   | • via 174
   6   | LEARN  |  22687   | • via 174
   6   | LEARN  |  22663   | • via 174
   6   | LEARN  |  22662   | • via 174
   6   | LEARN  |  22654   | • via 174
   6   | LEARN  |  22652   | • via 174
   6   | LEARN  |  22651   | • via 174
   6   | LEARN  |  22647   | • via 174
   6   | LEARN  |  22646   | • via 174
   6   | LEARN  |  22645   | • via 174
   6   | LEARN  |  22644   | • via 174
   6   | LEARN  |  22639   | • via 174
   6   | LEARN  |  22633   | • via 174
   6   | LEARN  |  22631   | • via 174
   6   | LEARN  |  22626   | • via 174
   6   | LEARN  |  22625   | • via 174
   6   | LEARN  |  22618   | • via 174
   6   | LEARN  |  22612   | • via 174
   6   | LEARN  |  22611   | • via 174
   6   | LEARN  |  22604   | • via 174
   6   | LEARN  |  22593   | • via 174
   6   | LEARN  |  22554   | • via 174
   6   | LEARN  |  22553   | • via 174
   6   | LEARN  |  22552   | • via 174
   6   | LEARN  |  22549   | • via 174
   6   | LEARN  |  22541   | • via 174
   6   | LEARN  |  22517   | • via 174
   6   | LEARN  |  22507   | • via 174
   6   | LEARN  |  22500   | • via 174
   6   | LEARN  |  22487   | • via 174
   6   | LEARN  |  22484   | • via 174
   6   | LEARN  |  22483   | • via 174
   6   | LEARN  |  22481   | • via 174
   6   | LEARN  |  22478   | • via 174
   6   | LEARN  |  22458   | • via 174
   6   | LEARN  |  22449   | • via 174
   6   | LEARN  |  22444   | • via 174
   6   | LEARN  |  22439   | • via 174
   6   | LEARN  |  22436   | • via 174
   6   | LEARN  |  22423   | • via 174
   6   | LEARN  |  22422   | • via 174
   6   | LEARN  |  22421   | • via 174
   6   | LEARN  |  22418   | • via 174
   6   | LEARN  |  22414   | • via 174
   6   | LEARN  |  22412   | • via 174
   6   | LEARN  |  22402   | • via 174
   6   | LEARN  |  22399   | • via 174
   6   | LEARN  |  22395   | • via 174
   6   | LEARN  |  22389   | • via 174
   6   | LEARN  |  22385   | • via 174
   6   | LEARN  |  22379   | • via 174
   6   | LEARN  |  22363   | • via 174
   6   | LEARN  |  22362   | • via 174
   6   | LEARN  |  22361   | • via 174
   6   | LEARN  |  22360   | • via 174
   6   | LEARN  |  22347   | • via 174
   6   | LEARN  |  22338   | • via 174
   6   | LEARN  |  22332   | • via 174
   6   | LEARN  |  22324   | • via 174
   6   | LEARN  |  22322   | • via 174
   6   | LEARN  |  22317   | • via 174
   6   | LEARN  |  22316   | • via 174
   6   | LEARN  |  22302   | • via 174
   6   | LEARN  |  22300   | • via 174
   6   | LEARN  |  22299   | • via 174
   6   | LEARN  |  22288   | • via 174
   6   | LEARN  |  22268   | • via 174
   6   | LEARN  |  22244   | • via 174
   6   | LEARN  |  22241   | • via 174
   6   | LEARN  |  22238   | • via 174
   6   | LEARN  |  22225   | • via 174
   6   | LEARN  |  22202   | • via 174
   6   | LEARN  |  22200   | • via 174
   6   | LEARN  |  22191   | • via 174
   6   | LEARN  |  22188   | • via 174
   6   | LEARN  |  22179   | • via 174
   6   | LEARN  |  22172   | • via 174
   6   | LEARN  |  22155   | • via 174
   6   | LEARN  |  22151   | • via 174
   6   | LEARN  |  22150   | • via 174
   6   | LEARN  |  22132   | • via 174
   6   | LEARN  |  22116   | • via 174
   6   | LEARN  |  22113   | • via 174
   6   | LEARN  |  22111   | • via 174
   6   | LEARN  |  22107   | • via 174
   6   | LEARN  |  22104   | • via 174
   6   | LEARN  |  22097   | • via 174
   6   | LEARN  |  22096   | • via 174
   6   | LEARN  |  22088   | • via 174
   6   | LEARN  |  22077   | • via 174
   6   | LEARN  |  22075   | • via 174
   6   | LEARN  |  22071   | • via 174
   6   | LEARN  |  22069   | • via 174
   6   | LEARN  |  22060   | • via 174
   6   | LEARN  |  22056   | • via 174
   6   | LEARN  |  22044   | • via 174
   6   | LEARN  |  22042   | • via 174
   6   | LEARN  |  22040   | • via 174
   6   | LEARN  |  22027   | • via 174
   6   | LEARN  |  22006   | • via 174
   6   | LEARN  |  22003   | • via 174
   6   | LEARN  |  21989   | • via 174
   6   | LEARN  |  21986   | • via 174
   6   | LEARN  |  21982   | • via 174
   6   | LEARN  |  21981   | • via 174
   6   | LEARN  |  21979   | • via 174
   6   | LEARN  |  21975   | • via 174
   6   | LEARN  |  21968   | • via 174
   6   | LEARN  |  21949   | • via 174
   6   | LEARN  |  21942   | • via 174
   6   | LEARN  |  21886   | • via 174
   6   | LEARN  |  21879   | • via 174
   6   | LEARN  |  21869   | • via 174
   6   | LEARN  |  21859   | • via 174
   6   | LEARN  |  42764   | • via 174
   6   | LEARN  |  21833   | • via 174
   6   | LEARN  |  21804   | • via 174
   6   | LEARN  |  21787   | • via 174
   6   | LEARN  |  21785   | • via 174
   6   | LEARN  |  21784   | • via 174
   6   | LEARN  |  21782   | • via 174
   6   | LEARN  |  21775   | • via 174
   6   | LEARN  |  21766   | • via 174
   6   | LEARN  |  21757   | • via 174
   6   | LEARN  |  21748   | • via 174
   6   | LEARN  |  21745   | • via 174
   6   | LEARN  |  21724   | • via 174
   6   | LEARN  |  21723   | • via 174
   6   | LEARN  |  21721   | • via 174
   6   | LEARN  |  21717   | • via 174
   6   | LEARN  |  21714   | • via 174
   6   | LEARN  |  21709   | • via 174
   6   | LEARN  |  21700   | • via 174
   6   | LEARN  |  21693   | • via 174
   6   | LEARN  |  21675   | • via 174
   6   | LEARN  |  21670   | • via 174
   6   | LEARN  |  21668   | • via 174
   6   | LEARN  |  21666   | • via 174
   6   | LEARN  |  21665   | • via 174
   6   | LEARN  |  21648   | • via 174
   6   | LEARN  |  21644   | • via 174
   6   | LEARN  |  21636   | • via 174
   6   | LEARN  |  21628   | • via 174
   6   | LEARN  |  21624   | • via 174
   6   | LEARN  |  21623   | • via 174
   6   | LEARN  |  21622   | • via 174
   6   | LEARN  |  21619   | • via 174
   6   | LEARN  |  21611   | • via 174
   6   | LEARN  |  21591   | • via 174
   6   | LEARN  |  21581   | • via 174
   6   | LEARN  |  21574   | • via 174
   6   | LEARN  |  21570   | • via 174
   6   | LEARN  |  21559   | • via 174
   6   | LEARN  |  21555   | • via 174
   6   | LEARN  |  21554   | • via 174
   6   | LEARN  |  21552   | • via 174
   6   | LEARN  |  21540   | • via 174
   6   | LEARN  |  21535   | • via 174
   6   | LEARN  |  21515   | • via 174
   6   | LEARN  |  21511   | • via 174
   6   | LEARN  |  21504   | • via 174
   6   | LEARN  |  21488   | • via 174
   6   | LEARN  |  21472   | • via 174
   6   | LEARN  |  21433   | • via 174
   6   | LEARN  |  21430   | • via 174
   6   | LEARN  |  21412   | • via 174
   6   | LEARN  |  21409   | • via 174
   6   | LEARN  |  21360   | • via 174
   6   | LEARN  |  21321   | • via 174
   6   | LEARN  |  21320   | • via 174
   6   | LEARN  |  21309   | • via 174
   6   | LEARN  |  21277   | • via 174
   6   | LEARN  |  21271   | • via 174
   6   | LEARN  |  21267   | • via 174
   6   | LEARN  |  21263   | • via 174
   6   | LEARN  |  21245   | • via 174
   6   | LEARN  |  21235   | • via 174
   6   | LEARN  |  21233   | • via 174
   6   | LEARN  |  21161   | • via 174
   6   | LEARN  |  21159   | • via 174
   6   | LEARN  |  21130   | • via 174
   6   | LEARN  |  21101   | • via 174
   6   | LEARN  |  21013   | • via 174
   6   | LEARN  |  20994   | • via 174
   6   | LEARN  |  20986   | • via 174
   6   | LEARN  |  20973   | • via 174
   6   | LEARN  |  20969   | • via 174
   6   | LEARN  |  20955   | • via 174
   6   | LEARN  |  20940   | • via 174
   6   | LEARN  |  20932   | • via 174
   6   | LEARN  |  20926   | • via 174
   6   | LEARN  |  20924   | • via 174
   6   | LEARN  |  20915   | • via 174
   6   | LEARN  |  20912   | • via 174
   6   | LEARN  |  20911   | • via 174
   6   | LEARN  |  20893   | • via 174
   6   | LEARN  |  20886   | • via 174
   6   | LEARN  |  20878   | • via 174
   6   | LEARN  |  20860   | • via 174
   6   | LEARN  |  20857   | • via 174
   6   | LEARN  |  20853   | • via 174
   6   | LEARN  |  20836   | • via 174
   6   | LEARN  |  20830   | • via 174
   6   | LEARN  |  20771   | • via 174
   6   | LEARN  |  20764   | • via 174
   6   | LEARN  |  20756   | • via 174
   6   | LEARN  |  20723   | • via 174
   6   | LEARN  |  20712   | • via 174
   6   | LEARN  |  20710   | • via 174
   6   | LEARN  |  20679   | • via 174
   6   | LEARN  |  20652   | • via 174
   6   | LEARN  |  20650   | • via 174
   6   | LEARN  |  20645   | • via 174
   6   | LEARN  |  20618   | • via 174
   6   | LEARN  |  20596   | • via 174
   6   | LEARN  |  20559   | • via 174
   6   | LEARN  |  20546   | • via 174
   6   | LEARN  |  20545   | • via 174
   6   | LEARN  |  20495   | • via 174
   6   | LEARN  |  20485   | • via 174
   6   | LEARN  |  20477   | • via 174
   6   | LEARN  |  20474   | • via 174
   6   | LEARN  |  20473   | • via 174
   6   | LEARN  |  20464   | • via 174
   6   | LEARN  |  20460   | • via 174
   6   | LEARN  |  20459   | • via 174
   6   | LEARN  |  20448   | • via 174
   6   | LEARN  |  20432   | • via 174
   6   | LEARN  |  20428   | • via 174
   6   | LEARN  |  20414   | • via 174
   6   | LEARN  |  20412   | • via 174
   6   | LEARN  |  20394   | • via 174
   6   | LEARN  |  20388   | • via 174
   6   | LEARN  |  20385   | • via 174
   6   | LEARN  |  20383   | • via 174
   6   | LEARN  |  20371   | • via 174
   6   | LEARN  |  20353   | • via 174
   6   | LEARN  |  20347   | • via 174
   6   | LEARN  |  20340   | • via 174
   6   | LEARN  |  20326   | • via 174
   6   | LEARN  |  20324   | • via 174
   6   | LEARN  |  20303   | • via 174
   6   | LEARN  |  20289   | • via 174
   6   | LEARN  |  20282   | • via 174
   6   | LEARN  |  20278   | • via 174
   6   | LEARN  |  20264   | • via 174
   6   | LEARN  |  20258   | • via 174
   6   | LEARN  |  20252   | • via 174
   6   | LEARN  |  20234   | • via 174
   6   | LEARN  |  20205   | • via 174
   6   | LEARN  |  20171   | • via 174
   6   | LEARN  |  20159   | • via 174
   6   | LEARN  |  20143   | • via 174
   6   | LEARN  |  20141   | • via 174
   6   | LEARN  |  20139   | • via 174
   6   | LEARN  |  20109   | • via 174
   6   | LEARN  |  20100   | • via 174
   6   | LEARN  |  20090   | • via 174
   6   | LEARN  |  20081   | • via 174
   6   | LEARN  |  20078   | • via 174
   6   | LEARN  |  20075   | • via 174
   6   | LEARN  |  20068   | • via 174
   6   | LEARN  |  20055   | • via 174
   6   | LEARN  |  20053   | • via 174
   6   | LEARN  |  20018   | • via 174
   6   | LEARN  |  20007   | • via 174
   6   | LEARN  |  20000   | • via 174
   6   | LEARN  |  19999   | • via 174
   6   | LEARN  |  19993   | • via 174
   6   | LEARN  |  19984   | • via 174
   6   | LEARN  |  19982   | • via 174
   6   | LEARN  |  19977   | • via 174
   6   | LEARN  |  19970   | • via 174
   6   | LEARN  |  19969   | • via 174
   6   | LEARN  |  19955   | • via 174
   6   | LEARN  |  19931   | • via 174
   6   | LEARN  |  19919   | • via 174
   6   | LEARN  |  19907   | • via 174
   6   | LEARN  |  19899   | • via 174
   6   | LEARN  |  19898   | • via 174
   6   | LEARN  |  19863   | • via 174
   6   | LEARN  |  19860   | • via 174
   6   | LEARN  |  19858   | • via 174
   6   | LEARN  |  19855   | • via 174
   6   | LEARN  |  19842   | • via 174
   6   | LEARN  |  19841   | • via 174
   6   | LEARN  |  19840   | • via 174
   6   | LEARN  |  19830   | • via 174
   6   | LEARN  |  19819   | • via 174
   6   | LEARN  |  19816   | • via 174
   6   | LEARN  |  19810   | • via 174
   6   | LEARN  |  19808   | • via 174
   6   | LEARN  |  19804   | • via 174
   6   | LEARN  |  19803   | • via 174
   6   | LEARN  |  19797   | • via 174
   6   | LEARN  |  19796   | • via 174
   6   | LEARN  |  19787   | • via 174
   6   | LEARN  |  19782   | • via 174
   6   | LEARN  |  19759   | • via 174
   6   | LEARN  |  19753   | • via 174
   6   | LEARN  |  19752   | • via 174
   6   | LEARN  |  19746   | • via 174
   6   | LEARN  |  19744   | • via 174
   6   | LEARN  |  19740   | • via 174
   6   | LEARN  |  19738   | • via 174
   6   | LEARN  |  19730   | • via 174
   6   | LEARN  |  19702   | • via 174
   6   | LEARN  |  19701   | • via 174
   6   | LEARN  |  19700   | • via 174
   6   | LEARN  |  19696   | • via 174
   6   | LEARN  |  19693   | • via 174
   6   | LEARN  |  19689   | • via 174
   6   | LEARN  |  19683   | • via 174
   6   | LEARN  |  19679   | • via 174
   6   | LEARN  |  19653   | • via 174
   6   | LEARN  |  19637   | • via 174
   6   | LEARN  |  19630   | • via 174
   6   | LEARN  |  19628   | • via 174
   6   | LEARN  |  19627   | • via 174
   6   | LEARN  |  19624   | • via 174
   6   | LEARN  |  19622   | • via 174
   6   | LEARN  |  19601   | • via 174
   6   | LEARN  |  19596   | • via 174
   6   | LEARN  |  19580   | • via 174
   6   | LEARN  |  19578   | • via 174
   6   | LEARN  |  19551   | • via 174
   6   | LEARN  |  19545   | • via 174
   6   | LEARN  |  19543   | • via 174
   6   | LEARN  |  19523   | • via 174
   6   | LEARN  |  19504   | • via 174
   6   | LEARN  |  19469   | • via 174
   6   | LEARN  |  19468   | • via 174
   6   | LEARN  |  19465   | • via 174
   6   | LEARN  |  19464   | • via 174
   6   | LEARN  |  19453   | • via 174
   6   | LEARN  |  19452   | • via 174
   6   | LEARN  |  19429   | • via 174
   6   | LEARN  |  19427   | • via 174
   6   | LEARN  |  19406   | • via 174
   6   | LEARN  |  19404   | • via 174
   6   | LEARN  |  19397   | • via 174
   6   | LEARN  |  19383   | • via 174
   6   | LEARN  |  19382   | • via 174
   6   | LEARN  |  19380   | • via 174
   6   | LEARN  |  19368   | • via 174
   6   | LEARN  |  19367   | • via 174
   6   | LEARN  |  19366   | • via 174
   6   | LEARN  |  19359   | • via 174
   6   | LEARN  |  19332   | • via 174
   6   | LEARN  |  19331   | • via 174
   6   | LEARN  |  19318   | • via 174
   6   | LEARN  |  19316   | • via 174
   6   | LEARN  |  19313   | • via 174
   6   | LEARN  |  19277   | • via 174
   6   | LEARN  |  19261   | • via 174
   6   | LEARN  |  19257   | • via 174
   6   | LEARN  |  19256   | • via 174
   6   | LEARN  |  19255   | • via 174
   6   | LEARN  |  19242   | • via 174
   6   | LEARN  |  19240   | • via 174
   6   | LEARN  |  19237   | • via 174
   6   | LEARN  |  19229   | • via 174
   6   | LEARN  |  19222   | • via 174
   6   | LEARN  |  19215   | • via 174
   6   | LEARN  |  19214   | • via 174
   6   | LEARN  |  19212   | • via 174
   6   | LEARN  |  19211   | • via 174
   6   | LEARN  |  19210   | • via 174
   6   | LEARN  |  19209   | • via 174
   6   | LEARN  |  19207   | • via 174
   6   | LEARN  |  19203   | • via 174
   6   | LEARN  |  19189   | • via 174
   6   | LEARN  |  19188   | • via 174
   6   | LEARN  |  19185   | • via 174
   6   | LEARN  |  19174   | • via 174
   6   | LEARN  |  19170   | • via 174
   6   | LEARN  |  19165   | • via 174
   6   | LEARN  |  19155   | • via 174
   6   | LEARN  |  19151   | • via 174
   6   | LEARN  |  19149   | • via 174
   6   | LEARN  |  19148   | • via 174
   6   | LEARN  |  19116   | • via 174
   6   | LEARN  |  19112   | • via 174
   6   | LEARN  |  19108   | • via 174
   6   | LEARN  |  19099   | • via 174
   6   | LEARN  |  19098   | • via 174
   6   | LEARN  |  19091   | • via 174
   6   | LEARN  |  19080   | • via 174
   6   | LEARN  |  19054   | • via 174
   6   | LEARN  |  19045   | • via 174
   6   | LEARN  |  19037   | • via 174
   6   | LEARN  |  19024   | • via 174
   6   | LEARN  |  19021   | • via 174
   6   | LEARN  |  19019   | • via 174
   6   | LEARN  |  19009   | • via 174
   6   | LEARN  |  18997   | • via 174
   6   | LEARN  |  18988   | • via 174
   6   | LEARN  |  18978   | • via 174
   6   | LEARN  |  18969   | • via 174
   6   | LEARN  |  18961   | • via 174
   6   | LEARN  |  18959   | • via 174
   6   | LEARN  |  18938   | • via 174
   6   | LEARN  |  18929   | • via 174
   6   | LEARN  |  18927   | • via 174
   6   | LEARN  |  18918   | • via 174
   6   | LEARN  |  18912   | • via 174
   6   | LEARN  |  18911   | • via 174
   6   | LEARN  |  18907   | • via 174
   6   | LEARN  |  18888   | • via 174
   6   | LEARN  |  18880   | • via 174
   6   | LEARN  |  18865   | • via 174
   6   | LEARN  |  18860   | • via 174
   6   | LEARN  |  18859   | • via 174
   6   | LEARN  |  18843   | • via 174
   6   | LEARN  |  18838   | • via 174
   6   | LEARN  |  18807   | • via 174
   6   | LEARN  |  18801   | • via 174
   6   | LEARN  |  18779   | • via 174
   6   | LEARN  |  18778   | • via 174
   6   | LEARN  |  18776   | • via 174
   6   | LEARN  |  18771   | • via 174
   6   | LEARN  |  18762   | • via 174
   6   | LEARN  |  18747   | • via 174
   6   | LEARN  |  18742   | • via 174
   6   | LEARN  |  18734   | • via 174
   6   | LEARN  |  18724   | • via 174
   6   | LEARN  |  18698   | • via 174
   6   | LEARN  |  18689   | • via 174
   6   | LEARN  |  18684   | • via 174
   6   | LEARN  |  18676   | • via 174
   6   | LEARN  |  18672   | • via 174
   6   | LEARN  |  18656   | • via 174
   6   | LEARN  |  18650   | • via 174
   6   | LEARN  |  18646   | • via 174
   6   | LEARN  |  18640   | • via 174
   6   | LEARN  |  18629   | • via 174
   6   | LEARN  |  18624   | • via 174
   6   | LEARN  |  18616   | • via 174
   6   | LEARN  |  18615   | • via 174
   6   | LEARN  |  18596   | • via 174
   6   | LEARN  |  18593   | • via 174
   6   | LEARN  |  18590   | • via 174
   6   | LEARN  |  18564   | • via 174
   6   | LEARN  |  18543   | • via 174
   6   | LEARN  |  18531   | • via 174
   6   | LEARN  |  18518   | • via 174
